CUI1,CUI2
C1269683,C0679108
C1269683,C0024517
C1269683,C0743072
C1269683,C0086132
C1269683,C0679604
C1269683,C0011570
C1269683,C0036349
C1269683,C0011574
C1269683,C1282644
C1269683,C0701819
C1269683,C2700438
C1269683,C2700439
C1269683,C2700440
C1269683,C0013415
C1269683,C1571984
C1269683,C0041696
C1970943,C2700438
C1970943,C2700439
C1970943,C2700440
C1970943,C0005586
C1970943,C1970945
C1970943,C1970944
C1970943,C1852197
C1970943,C1839839
C1970943,C1416965
C1970944,C2700438
C1970944,C2700439
C1970944,C2700440
C1970944,C0005586
C1970944,C1970945
C1970944,C1970943
C1970944,C1852197
C1970944,C1839839
C1970944,C1416965
C1970945,C2700438
C1970945,C2700439
C1970945,C2700440
C1970945,C0005586
C1970945,C1970944
C1970945,C1970943
C1970945,C1852197
C1970945,C1839839
C1970945,C1416965
C2700438,C0152125
C2700438,C0001723
C2700438,C0011581
C2700438,C0338831
C2700438,C0004936
C2700438,C1269683
C2700438,C0235852
C2700438,C0154393
C2700438,C0154436
C2700438,C0154437
C2700438,C0270458
C2700438,C0743072
C2700438,C0678190
C2700438,C0233479
C2700438,C0012706
C2700438,C0525045
C2700438,C0270434
C2700438,C0154420
C2700438,C0154427
C2700438,C0154432
C2700438,C0154433
C2700438,C2937260
C2700438,C0855233
C2700438,C0010598
C2700438,C0005587
C2700438,C0865318
C2700438,C0865319
C2700438,C1839839
C2700438,C1970943
C2700438,C1970944
C2700438,C1970945
C2700438,C2700439
C2700438,C2700440
C2700438,C0005586
C2700438,C1852197
C2700440,C0152125
C2700440,C0001723
C2700440,C0011581
C2700440,C0338831
C2700440,C0004936
C2700440,C1269683
C2700440,C0235852
C2700440,C0154393
C2700440,C0154436
C2700440,C0154437
C2700440,C0270458
C2700440,C0743072
C2700440,C0678190
C2700440,C0233479
C2700440,C0012706
C2700440,C0525045
C2700440,C0270434
C2700440,C0154420
C2700440,C0154427
C2700440,C0154432
C2700440,C0154433
C2700440,C2937260
C2700440,C0855233
C2700440,C0010598
C2700440,C0005587
C2700440,C0865318
C2700440,C0865319
C2700440,C1839839
C2700440,C1970943
C2700440,C1970944
C2700440,C1970945
C2700440,C2700438
C2700440,C2700439
C2700440,C0005586
C2700440,C1852197
C0001723,C0525045
C0001723,C0024517
C0001723,C0024713
C0001723,C0236756
C0001723,C0338832
C0001723,C0154409
C0001723,C0679108
C0001723,C0679304
C0001723,C0086132
C0001723,C0036337
C0001723,C0013806
C0001723,C0522168
C0001723,C0154439
C0001723,C0003290
C0001723,C1269683
C0001723,C2700438
C0001723,C2700439
C0001723,C2700440
C0001723,C0033975
C0001723,C0349204
C0001723,C0005586
C0001723,C0004936
C0001723,C1456434
C0001723,C0743072
C0235852,C0553729
C0235852,C2700438
C0235852,C2700439
C0235852,C2700440
C0235852,C0033975
C0235852,C0010598
C0235852,C0031212
C0235852,C0005586
C0235852,C0004936
C2937260,C0270434
C2937260,C0154434
C2937260,C2874891
C2937260,C0154432
C2937260,C0154433
C2937260,C0005587
C2937260,C0859654
C2937260,C2700438
C2937260,C2700439
C2937260,C2700440
C2937260,C2939428
C2937260,C0236780
C2937260,C2874892
C2937260,C0005586
C0270434,C2937260
C0270434,C0154434
C0270434,C0154422
C0270434,C0154429
C0270434,C2700438
C0270434,C2700439
C0270434,C2700440
C0270434,C0005586
C0154420,C0024713
C0154420,C2700438
C0154420,C2700439
C0154420,C2700440
C0154420,C0005586
C0154427,C0005587
C0154427,C2700438
C0154427,C2700439
C0154427,C2700440
C0154427,C0005586
C0154432,C2937260
C0154432,C2700438
C0154432,C2700439
C0154432,C2700440
C0154432,C0005586
C0154433,C2937260
C0154433,C2700438
C0154433,C2700439
C0154433,C2700440
C0154433,C0005586
C0011581,C0743072
C0011581,C0024517
C0011581,C0302874
C0011581,C0154411
C0011581,C0154403
C0011581,C0154404
C0011581,C0154405
C0011581,C0154406
C0011581,C0154409
C0011581,C3665435
C0011581,C0154412
C0011581,C0154437
C0011581,C0338893
C0011581,C0038661
C0011581,C0338908
C0011581,C0525045
C0011581,C0522168
C0011581,C0011570
C0011581,C1269683
C0011581,C2700438
C0011581,C2700439
C0011581,C2700440
C0011581,C0349217
C0011581,C1579931
C0011581,C0270458
C0011581,C0011579
C0011581,C0344315
C0011581,C3825465
C0011581,C3825452
C0011581,C0812393
C0011581,C0011570
C0011581,C0010598
C0011581,C0027804
C0011581,C0150041
C0011581,C0178417
C0011581,C0027932
C0011581,C0679108
C0011581,C0012706
C0011581,C0005586
C0011581,C0025193
C0011581,C0282126
C0011581,C1999266
C0011581,C0013415
C0011581,C0154413
C0152125,C0679482
C0152125,C0030477
C0152125,C0687705
C0152125,C0152126
C0152125,C2700438
C0152125,C2700439
C0152125,C2700440
C0152125,C0033975
C0152125,C1318017
C0152125,C0036349
C0152125,C0005586
C0855233,C2700438
C0855233,C2700439
C0855233,C2700440
C0855233,C0005586
C0855233,C1456308
C0154436,C0338831
C0154436,C2700438
C0154436,C2700439
C0154436,C2700440
C0154436,C0005586
C0154437,C0011581
C0154437,C0012706
C0154437,C0011570
C0154437,C2700438
C0154437,C2700439
C0154437,C2700440
C0154437,C0005586
C0154393,C0236756
C0154393,C2700438
C0154393,C2700439
C0154393,C2700440
C0154393,C0005586
C0154393,C0154400
C0338831,C0525045
C0338831,C0154436
C0338831,C0151772
C0338831,C0678190
C0338831,C0024713
C0338831,C0236756
C0338831,C0544669
C0338831,C0233479
C0338831,C2700438
C0338831,C2700439
C0338831,C2700440
C0338831,C0564408
C0338831,C0241934
C0338831,C0005586
C0338831,C0004936
C0338831,C0865308
C0338831,C0865309
C0525045,C0233401
C0525045,C0012706
C0525045,C0678190
C0525045,C0679473
C0525045,C0679474
C0525045,C0679475
C0525045,C0036337
C0525045,C0236747
C0525045,C0376280
C0525045,C0024713
C0525045,C0154403
C0525045,C0154404
C0525045,C3665435
C0525045,C0233681
C0525045,C0029232
C0525045,C0011573
C0525045,C0338831
C0525045,C0233471
C0525045,C0233479
C0525045,C0557904
C0525045,C0001723
C0525045,C0011581
C0525045,C0677660
C0525045,C0013987
C0525045,C0237593
C0525045,C0027932
C0525045,C0002020
C0525045,C0233862
C0525045,C1269683
C0525045,C2700438
C0525045,C2700439
C0525045,C2700440
C0525045,C0233469
C0525045,C2707263
C0525045,C0033975
C0525045,C1291710
C0525045,C0010598
C0525045,C0233459
C0525045,C0005586
C0525045,C0004936
C0525045,C0085159
C0270458,C0011570
C0270458,C1269683
C0270458,C2700438
C0270458,C2700439
C0270458,C2700440
C0270458,C0011570
C0270458,C0011580
C0270458,C0522168
C0270458,C0235136
C0270458,C0011581
C0270458,C0005587
C0270458,C3665340
C0270458,C0344315
C0270458,C0033975
C0270458,C0743072
C0270458,C0151772
C0270458,C0012706
C0270458,C0221745
C0270458,C0011573
C0270458,C0025193
C0270458,C0005586
C0270458,C0004936
C0233479,C0525045
C0233479,C0235146
C0233479,C0018592
C0233479,C0338831
C0233479,C2700438
C0233479,C2700439
C0233479,C2700440
C0233479,C0005586
C0010598,C2700438
C0010598,C2700439
C0010598,C2700440
C0010598,C0525045
C0010598,C0302874
C0010598,C0154459
C0010598,C0553729
C0010598,C0948853
C0010598,C0598258
C0010598,C0598259
C0010598,C0581391
C0010598,C0235852
C0010598,C0029633
C0010598,C0027804
C0010598,C0241934
C0010598,C0011581
C0010598,C0005586
C0010598,C0041899
C0010598,C0013415
C0743072,C0011581
C0743072,C0012706
C0743072,C0011570
C0743072,C0024517
C0743072,C0011580
C0743072,C0151772
C0743072,C0221745
C0743072,C0236756
C0743072,C0522168
C0743072,C0011573
C0743072,C0025193
C0743072,C0235136
C0743072,C1269683
C0743072,C2700438
C0743072,C2700439
C0743072,C2700440
C0743072,C0344315
C0743072,C0033975
C0743072,C0270458
C0743072,C0005586
C0743072,C0004936
C0743072,C0001723
C0678190,C0525045
C0678190,C0241934
C0678190,C0236756
C0678190,C0024713
C0678190,C0338831
C0678190,C2700438
C0678190,C2700439
C0678190,C2700440
C0678190,C0005586
C0012706,C0525045
C0012706,C0743072
C0012706,C0024517
C0012706,C0302874
C0012706,C0154411
C0012706,C0041696
C0012706,C0154403
C0012706,C0154404
C0012706,C0154405
C0012706,C0154406
C0012706,C0154409
C0012706,C3665435
C0012706,C0154412
C0012706,C0338893
C0012706,C0038661
C0012706,C0338908
C0012706,C0011570
C0012706,C0868892
C0012706,C0868893
C0012706,C0868894
C0012706,C0027932
C0012706,C0236756
C0012706,C0522168
C0012706,C0154437
C0012706,C0011573
C0012706,C0086133
C0012706,C0025193
C0012706,C0349217
C0012706,C1269683
C0012706,C2700438
C0012706,C2700439
C0012706,C2700440
C0012706,C0270458
C0012706,C0011579
C0012706,C0344315
C0012706,C0011581
C0012706,C0005586
C0012706,C0013415
C0012706,C0154413
C0004936,C0234410
C0004936,C2700438
C0004936,C2700439
C0004936,C2700440
C0004936,C0455498
C0004936,C2919052
C0004936,C1849648
C0004936,C0011265
C0004936,C0595861
C0004936,C0233514
C0004936,C0020505
C0004936,C0229992
C0004936,C0026884
C0004936,C0241934
C0004936,C0234985
C0004936,C0679483
C0004936,C0037650
C0004936,C0030482
C0004936,C0151898
C0004936,C0235187
C0004936,C0235199
C0004936,C0085633
C0004936,C0424410
C0004936,C0426584
C0004936,C0233660
C0004936,C2364087
C0004936,C0456814
C0004936,C0459435
C0004936,C0221074
C0004936,C0086660
C0004936,C0234983
C0004936,C0234984
C0004936,C0235101
C0004936,C0856984
C0004936,C0235106
C0004936,C0235107
C0004936,C0235110
C0004936,C0235111
C0004936,C0235113
C0004936,C0235115
C0004936,C0235117
C0004936,C0235119
C0004936,C0235121
C0004936,C0541898
C0004936,C0235127
C0004936,C0235128
C0004936,C0235129
C0004936,C0235130
C0004936,C0235131
C0004936,C0235134
C0004936,C0235135
C0004936,C0235137
C0004936,C0235138
C0004936,C0235140
C0004936,C0235148
C0004936,C0235151
C0004936,C0235152
C0004936,C0235153
C0004936,C0235156
C0004936,C0235158
C0004936,C0235159
C0004936,C0235161
C0004936,C0235164
C0004936,C0235165
C0004936,C0235166
C0004936,C0857217
C0004936,C0235168
C0004936,C0235169
C0004936,C0235172
C0004936,C0235174
C0004936,C0235175
C0004936,C0302832
C0004936,C0235179
C0004936,C0235180
C0004936,C0235181
C0004936,C0235183
C0004936,C0235184
C0004936,C0235185
C0004936,C0860509
C0004936,C0235193
C0004936,C0235196
C0004936,C0235200
C0004936,C0235204
C0004936,C0235852
C0004936,C0235876
C0004936,C0235909
C0004936,C0236121
C0004936,C0542313
C0004936,C0233632
C0004936,C0521592
C0004936,C0270549
C0004936,C0005887
C0004936,C0003477
C0004936,C0041876
C0004936,C0025193
C0004936,C0338831
C0004936,C0021139
C0004936,C0036358
C0004936,C0549209
C0004936,C1457883
C0004936,C0549255
C0004936,C0858274
C0004936,C0549258
C0004936,C0549263
C0004936,C0270330
C0004936,C0278061
C0004936,C0233465
C0004936,C0233689
C0004936,C0542476
C0004936,C0554976
C0004936,C0001723
C0004936,C0338945
C0004936,C0035020
C0004936,C0220898
C0004936,C0837158
C0004936,C0154548
C0004936,C0154552
C0004936,C0154325
C0004936,C0154330
C0004936,C0154334
C0004936,C0154549
C0004936,C0154551
C0004936,C0154557
C0004936,C0154558
C0004936,C0154559
C0004936,C0029824
C0004936,C0154637
C0004936,C0270458
C0004936,C0011579
C0004936,C0234458
C0004936,C0085632
C0004936,C0002957
C0004936,C0242350
C0004936,C0021125
C0004936,C0497327
C0004936,C0025362
C0004936,C0338796
C0004936,C0007370
C0004936,C0344315
C0004936,C0349398
C0004936,C0235162
C0004936,C0025261
C0004936,C0011551
C0004936,C0232462
C0004936,C0020903
C0004936,C0023186
C0004936,C0085429
C0004936,C0009946
C0004936,C0233754
C0004936,C0233762
C0004936,C0233763
C0004936,C0542334
C0004936,C0011570
C0004936,C0028768
C0004936,C0236818
C0004936,C0031212
C0004936,C0015726
C0004936,C0006325
C0004936,C0525045
C0004936,C0236747
C0004936,C0036349
C0004936,C0237507
C0004936,C1457887
C0004936,C0018524
C0004936,C0700031
C0004936,C0025958
C0004936,C0021603
C0004936,C0002020
C0004936,C0027769
C0004936,C0029221
C0004936,C0221508
C0004936,C0221503
C0004936,C0235136
C0004936,C0236018
C0004936,C0376280
C0004936,C0003621
C0004936,C0038661
C0004936,C0038663
C0004936,C0302807
C0004936,C0542180
C0004936,C0424095
C0004936,C0009676
C0004936,C0028643
C0004936,C0232461
C0004936,C0037315
C0004936,C0011206
C0004936,C0011253
C0004936,C0175948
C0004936,C0009241
C0004936,C0456820
C0004936,C0233459
C0004936,C0003467
C0004936,C0235195
C0004936,C0030318
C0004936,C0600104
C0004936,C0239163
C0004936,C0677660
C0004936,C0003125
C0004936,C0038587
C0004936,C0235018
C0004936,C0151836
C0004936,C0851578
C0004936,C0007398
C0004936,C0701812
C0004936,C0013170
C0004936,C0544452
C0004936,C0149654
C0004936,C0233794
C0004936,C0005586
C0004936,C0004352
C0004936,C0233633
C0004936,C0920289
C0004936,C0260657
C0004936,C0006111
C0004936,C0020703
C0004936,C0152128
C0004936,C0596344
C0004936,C0233407
C0004936,C0015480
C0004936,C0020701
C0004936,C0027609
C0004936,C0743072
C0004936,C0233639
C0004936,C0021563
C0004936,C0235157
C0004936,C0235198
C0004936,C0683369
C0004936,C0009595
C0004936,C0002395
C0004936,C0041857
C0004936,C0235146
C0004936,C0027804
C0004936,C0027821
C0004936,C0496703
C0004936,C0687705
C0004936,C0027854
C0004936,C0024630
C0004936,C0338666
C0004936,C0151772
C0004936,C0235109
C0004936,C0233818
C0004936,C0152183
C0004936,C0700137
C0004936,C0700155
C0004936,C0700201
C0004936,C0029516
C0004936,C0004444
C0004936,C0178546
C0004936,C0237729
C0004936,C0154442
C0004936,C0017650
C0004936,C0011573
C0004936,C0086769
C0004936,C1384606
C0004936,C0033922
C0004936,C0033927
C0004936,C0033931
C0004936,C0233485
C0004936,C0085631
C0004936,C0235160
C0004936,C0235844
C0004936,C0002622
C0004936,C0002624
C0004936,C0221796
C0004936,C0032343
C0004936,C0027401
C0004936,C0020580
C0004936,C0020604
C0004936,C0021177
C0004936,C0424462
C0004936,C0234428
C0004936,C0023380
C0004936,C0020524
C0004936,C0034897
C0004936,C0205486
C0004936,C1510472
C0004936,C0033975
C0004936,C0700613
C0004936,C0013144
C0004936,C0349231
C0004936,C0027932
C0004936,C3887605
C0004936,C0277577
C0004936,C0858950
C0004936,C0033797
C0004936,C0848067
C0004936,C0022107
C0004936,C0011124
C0004936,C0003123
C0004936,C0006370
C0004936,C0556006
C0004936,C0233401
C0004936,C0025353
C0004936,C0277785
C0004936,C1277043
C0004936,C0349746
C0865318,C2700438
C0865318,C2700439
C0865318,C2700440
C0865318,C0005586
C0865319,C2700438
C0865319,C2700439
C0865319,C2700440
C0865319,C0005586
C1839839,C2700438
C1839839,C2700440
C1839839,C2700439
C1839839,C1416966
C1839839,C1852197
C1839839,C0005586
C1839839,C1416965
C1839839,C1970945
C1839839,C1970944
C1839839,C1970943
C1852197,C2700439
C1852197,C2700440
C1852197,C2700438
C1852197,C1416965
C1852197,C1839839
C1852197,C0005586
C1852197,C1970945
C1852197,C1970944
C1852197,C1970943
C0010054,C0010054
C0010054,C0340283
C0010054,C0155670
C0010054,C0150158
C0010054,C0700431
C0010054,C0150161
C0010054,C0542052
C0010054,C0027051
C0010054,C0018799
C0010054,C0002963
C0010054,C0010055
C0010054,C0027056
C0010054,C0002997
C0010054,C0264694
C0010054,C0010073
C0010054,C0596384
C0010054,C0178570
C0010054,C0679395
C0010054,C0085532
C0010054,C0002962
C0010054,C0542269
C0010054,C1534903
C0010054,C0003850
C0010054,C0205042
C0010054,C0242231
C0010054,C0029822
C0010054,C0155749
C0010054,C0020538
C0010054,C0162656
C0010054,C0553983
C0010054,C0728936
C0010054,C0002965
C0010054,C0155626
C0010054,C0340293
C0010054,C0542060
C0010054,C0856738
C0010054,C0856739
C0010054,C0857530
C0010054,C0155669
C0010054,C0264684
C0010054,C0264687
C0010054,C1112692
C0010054,C0375265
C0010054,C0151744
C0010054,C0869781
C0010054,C1269008
C0010054,C0010068
C0010054,C1956346
C0010054,C1313980
C0010054,C0264683
C0010054,C4280506
C1956346,C0010068
C1956346,C0340283
C1956346,C0155670
C1956346,C0150158
C1956346,C0700431
C1956346,C0150161
C1956346,C0542052
C1956346,C0027051
C1956346,C0018799
C1956346,C0002963
C1956346,C0010055
C1956346,C0027056
C1956346,C0002997
C1956346,C0264694
C1956346,C0010073
C1956346,C0596384
C1956346,C0178570
C1956346,C0679395
C1956346,C0085532
C1956346,C0002962
C1956346,C0542269
C1956346,C1534903
C1956346,C0003850
C1956346,C0205042
C1956346,C0242231
C1956346,C0029822
C1956346,C0155749
C1956346,C0020538
C1956346,C0162656
C1956346,C0553983
C1956346,C0728936
C1956346,C0002965
C1956346,C0155626
C1956346,C0340293
C1956346,C0542060
C1956346,C0856738
C1956346,C0856739
C1956346,C0857530
C1956346,C0155669
C1956346,C0264684
C1956346,C0264687
C1956346,C1112692
C1956346,C0375265
C1956346,C0264683
C1956346,C0151744
C1956346,C0869781
C1956346,C1269008
C1956346,C0545743
C1956346,C0010054
C0587370,C0010055
C0189695,C0190531
C0189695,C0398147
C0189695,C0149619
C0189695,C0190224
C0189695,C0489928
C0189695,C0190433
C0189695,C0730044
C0189695,C2366826
C0189695,C2366830
C0189695,C2366829
C0189695,C2366828
C0189695,C2366827
C0189695,C0190534
C0189695,C0010055
C0189695,C0190429
C0189695,C0190430
C0189695,C0190537
C0189695,C0190535
C0189695,C0190532
C0189695,C0371755
C0189695,C0337345
C0189695,C0371745
C0189695,C0337344
C0189695,C0190427
C0189695,C0190773
C0189695,C0190772
C0189695,C0190770
C0189695,C0190769
C0189695,C0190766
C0189695,C0190765
C0189695,C0190542
C0189695,C0190541
C0189695,C0190538
C0189695,C0190931
C0189695,C0190930
C0189695,C0190786
C0189695,C0190785
C0189695,C0190783
C0189695,C0190782
C0189695,C0190779
C0189695,C0190778
C0189695,C0371742
C0189695,C0371741
C0189695,C0190949
C0189695,C0190948
C0189695,C0190947
C0189695,C0190946
C0189695,C0190934
C0189695,C0730038
C0189695,C1314023
C0189695,C0371757
C0189695,C0371756
C0189695,C0371754
C0189695,C0371752
C0189695,C0371751
C0189695,C0371747
C0189695,C0371746
C0189695,C1736919
C0189695,C1737190
C0189695,C1738540
C0189695,C1740499
C0189695,C1740767
C0189695,C1314026
C0189695,C1314025
C0189695,C1314024
C0189695,C1964201
C0010075,C0205042
C0010075,C0456944
C0010075,C0010067
C0010075,C0190189
C0010075,C0176591
C0010075,C0003842
C0010075,C3686473
C0010075,C0027061
C0010075,C0010055
C0010068,C0018799
C0010068,C0679395
C0010068,C0728936
C0010068,C0002963
C0010068,C0178570
C0010068,C0542060
C0010068,C0856738
C0010068,C0856739
C0010068,C0857530
C0010068,C0596384
C0010068,C0027056
C0010068,C0205042
C0010068,C0002965
C0010068,C0085532
C0010068,C0340293
C0010068,C0340283
C0010068,C0155669
C0010068,C0700431
C0010068,C0150158
C0010068,C0150161
C0010068,C0264694
C0010068,C0155626
C0010068,C0155670
C0010068,C1269008
C0010068,C0869781
C0010068,C0151744
C0010068,C1956346
C0010068,C0151814
C0010068,C0010054
C0010068,C0002962
C0010068,C0264683
C0010068,C0010055
C0010068,C0027051
C0010068,C0002997
C0010068,C0010073
C0010068,C0542052
C0010068,C0375265
C0010068,C1112692
C0010068,C1534903
C0010068,C0003850
C0010068,C0162656
C0010068,C0242231
C0010068,C0029822
C0010068,C0155749
C0010068,C0020538
C0010068,C0264684
C0010068,C0553983
C0010068,C0264687
C0010068,C0542269
C0018821,C0524832
C0018821,C0027056
C0018821,C0242636
C0018821,C0189745
C0018821,C0397344
C0018821,C0190010
C0018821,C0189746
C0018821,C0371643
C0018821,C0176597
C0018821,C0161892
C0018821,C0524727
C0018821,C0176593
C0018821,C0189920
C0018821,C0176595
C0018821,C0598573
C0018821,C0038897
C0018821,C0027061
C0018821,C0242427
C0018821,C0018787
C0018821,C0039986
C0018821,C0010055
C0018821,C1279986
C0581603,C0596199
C0581603,C0027056
C0581603,C1095947
C0581603,C0010055
C0176590,C0027056
C0176590,C0010055
C0189976,C0027056
C0189976,C0018787
C0189976,C0010055
C0151744,C0018799
C0151744,C0679395
C0151744,C0700292
C0151744,C0242184
C0151744,C0542060
C0151744,C0264694
C0151744,C0027056
C0151744,C0027054
C0151744,C0206146
C0151744,C0376442
C0151744,C0235467
C0151744,C0348588
C0151744,C0488305
C0151744,C0488306
C0151744,C0920715
C0151744,C0018789
C0151744,C0010068
C0151744,C0010054
C0151744,C1956346
C0151744,C2919051
C0151744,C0878544
C0151744,C0022116
C0151744,C0002962
C0151744,C0018787
C0151744,C0010055
C0151744,C0027051
C0151744,C0542052
C0151744,C0264693
C0151744,C0264683
C0151744,C1313980
C0597087,C0678861
C0597087,C0027056
C0597087,C1123009
C0597087,C0010055
C1260596,C0010055
C0021780,C0564983
C0021780,C0010055
C0003483,C0190368
C0003483,C0190431
C0003483,C0190009
C0003483,C0190267
C0003483,C0190280
C0003483,C0190305
C0003483,C0176656
C0003483,C0176666
C0003483,C0176678
C0003483,C0003842
C0003483,C0506213
C0003483,C0506947
C0003483,C0507851
C0003483,C0011666
C0003483,C0003489
C0003483,C0549113
C0003483,C0176680
C0003483,C0190276
C0003483,C0190288
C0003483,C0190364
C0003483,C0190425
C0003483,C0190426
C0003483,C0682605
C0003483,C0003956
C0003483,C1278934
C0003483,C0002940
C0003483,C0265881
C0003483,C1388177
C0003483,C0869784
C0003483,C0265006
C0003483,C0552149
C0003483,C0552150
C0003483,C0190264
C0003483,C0340643
C0003483,C0010055
C0176589,C0027056
C0176589,C0018787
C0176589,C0010055
C0161761,C0274323
C0161761,C0010055
C0161762,C0274323
C0161762,C0030163
C0161762,C0018825
C0161762,C0010055
C0021781,C0190242
C0021781,C0190188
C0021781,C0010055
C0032811,C0231287
C0032811,C0476573
